Name,Path,Data Type,Logical Address,Comment,Hmi Visible,Hmi Accessible,Hmi Writeable,Typeobject ID,Version ID
Wait_Reset_Detect_Signal,Default tag table,Bool,%M171.2,,True,True,True,,
Run_FW_CV_Input,Default tag table,Bool,%M171.3,,True,True,True,,
BW_CV_output_cmd,Default tag table,Bool,%M171.4,,True,True,True,,
Move_rack_out_cmd,Default tag table,Bool,%M171.5,,True,True,True,,
Move_Pick_Rack_CV,Default tag table,Bool,%M171.7,,True,True,True,,
Pull_Rack_Out_CV,Default tag table,Bool,%M172.0,,True,True,True,,
Run_BW_Conveyor_Input_To_Get_rack,Default tag table,Bool,%M172.5,,True,True,True,,
Wait_BW_CV_In,Default tag table,Bool,%M172.6,,True,True,True,,
Edge_275,Default tag table,Bool,%M172.7,,True,True,True,,
Push_RacK_to_XL_input,Default tag table,Bool,%M173.0,,True,True,True,,
Edge_276,Default tag table,Bool,%M173.3,,True,True,True,,
Edge_277,Default tag table,Bool,%M173.4,,True,True,True,,
Edge_280,Default tag table,Bool,%M173.7,,True,True,True,,
Edge_281,Default tag table,Bool,%M174.0,,True,True,True,,
MoveRack789_10,Default tag table,Bool,%M174.1,,True,True,True,,
Edge_282,Default tag table,Bool,%M174.2,,True,True,True,,
TripDoneRack_789_10,Default tag table,Bool,%M174.3,,True,True,True,,
MoveRack456,Default tag table,Bool,%M174.5,,True,True,True,,
TripRackDone456,Default tag table,Bool,%M174.6,,True,True,True,,
Edge_283,Default tag table,Bool,%M175.1,,True,True,True,,
MoveRack123,Default tag table,Bool,%M175.2,,True,True,True,,
Edge_284,Default tag table,Bool,%M175.3,,True,True,True,,
TripDoneRack123,Default tag table,Bool,%M175.4,,True,True,True,,
Edge_285,Default tag table,Bool,%M175.5,,True,True,True,,
Edge_286,Default tag table,Bool,%M175.6,,True,True,True,,
Run_ICV_to_P1,Default tag table,Bool,%M175.7,,True,True,True,,
Run_ICV_to_P2,Default tag table,Bool,%M176.0,,True,True,True,,
CVI_FW,Default tag table,Bool,%M176.1,,True,True,True,,
CVI_BW,Default tag table,Bool,%M176.2,,True,True,True,,
Run_OCV_to_P1,Default tag table,Bool,%M176.3,,True,True,True,,
Run_OCV_to_P2,Default tag table,Bool,%M176.4,,True,True,True,,
CVO_BW,Default tag table,Bool,%M176.5,,True,True,True,,
CVO_FW,Default tag table,Bool,%M176.6,,True,True,True,,
Edge_287,Default tag table,Bool,%M176.7,,True,True,True,,
Preposition,Default tag table,Byte,%MB177,,True,True,True,,
Edge_288,Default tag table,Bool,%M178.0,,True,True,True,,
Run_ICV_to_P3,Default tag table,Bool,%M178.1,,True,True,True,,
CVI_FW_1,Default tag table,Bool,%M178.2,,True,True,True,,
CVI_BW_1,Default tag table,Bool,%M178.3,,True,True,True,,
Edge_289,Default tag table,Bool,%M178.4,,True,True,True,,
Edge_290,Default tag table,Bool,%M178.5,,True,True,True,,
Edge_291,Default tag table,Bool,%M178.6,,True,True,True,,
Has_Rack_Out,Default tag table,Bool,%M178.7,,True,True,True,,
Edge_292,Default tag table,Bool,%M179.0,,True,True,True,,
Rack_hook,Default tag table,Bool,%M179.1,,True,True,True,,
Edge_293,Default tag table,Bool,%M179.2,,True,True,True,,
Up_XL_Nâng_Input_First,Default tag table,Bool,%M83.1,,True,True,True,,
TestCVOUT,Default tag table,Bool,%M179.3,,True,True,True,,
Test_Manual,Default tag table,Bool,%M179.4,,True,True,True,,
Edge_294,Default tag table,Bool,%M179.5,,True,True,True,,
Edge_295,Default tag table,Bool,%M179.6,,True,True,True,,
Up_XL_Robot_ForArea_1_Done,Default tag table,Bool,%M179.7,,True,True,True,,
Finish_Trip_Robot,Default tag table,Bool,%M180.0,,True,True,True,,
ERROR_STATE_X,Default tag table,Bool,%M180.1,,True,True,True,,
ERROR_STATE_LIFT,Default tag table,Bool,%M180.2,,True,True,True,,
Edge_296,Default tag table,Bool,%M180.3,,True,True,True,,
Edge_297,Default tag table,Bool,%M180.4,,True,True,True,,
Edge_298,Default tag table,Bool,%M180.5,,True,True,True,,
Edge_299,Default tag table,Bool,%M180.6,,True,True,True,,
Wait_Pull_Rack_Out,Default tag table,Bool,%M180.7,,True,True,True,,
Up_XL_Nâng Output_Done_Rack,Default tag table,Bool,%M181.0,,True,True,True,,
Edge_300,Default tag table,Bool,%M181.1,,True,True,True,,
Final_rack,Default tag table,Bool,%M181.2,,True,True,True,,
SEND_MoveRack123,Default tag table,Bool,%M181.3,,True,True,True,,
Edge_301,Default tag table,Bool,%M181.4,,True,True,True,,
SEND_TripDone123,Default tag table,Bool,%M181.5,,True,True,True,,
Edge_302,Default tag table,Bool,%M181.6,,True,True,True,,
SEND_MoveRack789_10,Default tag table,Bool,%M181.7,,True,True,True,,
Edge_303,Default tag table,Bool,%M182.0,,True,True,True,,
SEND_TripDone789_10,Default tag table,Bool,%M182.1,,True,True,True,,
Edge_304,Default tag table,Bool,%M182.2,,True,True,True,,
Edge_305,Default tag table,Bool,%M182.3,,True,True,True,,
SEND_TripDone456,Default tag table,Bool,%M182.4,,True,True,True,,
Edge_306,Default tag table,Bool,%M182.5,,True,True,True,,
SEND_GetRack,Default tag table,Bool,%M182.6,,True,True,True,,
Edge_307,Default tag table,Bool,%M182.7,,True,True,True,,
Trigger_GetRack_Infor,Default tag table,Bool,%M183.0,,True,True,True,,
Edge_308,Default tag table,Bool,%M183.1,,True,True,True,,
Edge_309,Default tag table,Bool,%M183.2,,True,True,True,,
Restart_Tranfer1,Default tag table,Bool,%M183.3,,True,True,True,,
Area1_Initial,Default tag table,Bool,%M183.5,,True,True,True,,
Edge_310,Default tag table,Bool,%M183.6,,True,True,True,,
Edge_311,Default tag table,Bool,%M183.7,,True,True,True,,
Edge_312,Default tag table,Bool,%M184.0,,True,True,True,,
SS_Cửa 1,Default tag table,Bool,%I3.7,,True,True,True,,
SS_Cửa 2,Default tag table,Bool,%I4.0,,True,True,True,,
SS_Cửa 3,Default tag table,Bool,%I4.1,,True,True,True,,
SS_Cửa 4,Default tag table,Bool,%I4.2,,True,True,True,,
Opend_Door1,Default tag table,Bool,%M184.1,,True,True,True,,
Opend_Door2,Default tag table,Bool,%M184.2,,True,True,True,,
Opend_Door3,Default tag table,Bool,%M184.3,,True,True,True,,
Opend_Door4,Default tag table,Bool,%M184.4,,True,True,True,,
